Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-01-27,0.1125363715272395,0.1125363715272395,0.11166405677795412,0.1116640567779541,23699200,0.0,0.0
1981-01-28,0.10861096417757841,0.10861096417757841,0.10817480087280272,0.10817480087280273,28156800,0.0,0.0
1981-01-29,0.10468550653415484,0.10468550653415484,0.10424934327602386,0.10424934327602386,43904000,0.0,0.0
1981-01-30,0.0994507944148754,0.0994507944148754,0.09857846796512604,0.09857846796512604,46188800,0.0,0.0
1981-02-02,0.09334453976894715,0.09334453976894715,0.09290838241577148,0.09290838241577148,23766400,0.0,0.0
1981-02-03,0.09639767557382585,0.09683383297694223,0.09639767557382585,0.09639767557382584,19152000,0.0,0.0
1981-02-04,0.0998869463801384,0.10032309790836742,0.0998869463801384,0.0998869463801384,27865600,0.0,0.0
1981-02-05,0.0998869463801384,0.10075926108407623,0.0998869463801384,0.0998869463801384,7929600,0.0,0.0
1981-02-06,0.10032308846712111,0.10075925160178331,0.10032308846712111,0.10032308846712112,13865600,0.0,0.0
1981-02-09,0.09596147272512813,0.09596147272512813,0.0950891524553299,0.0950891524553299,16755200,0.0,0.0
1981-02-10,0.0950891524553299,0.0955253155020981,0.0950891524553299,0.0950891524553299,18345600,0.0,0.0
1981-02-11,0.09247219588016257,0.09247219588016257,0.09203603863716125,0.09203603863716125,13843200,0.0,0.0
1981-02-12,0.09159989333291149,0.09159989333291149,0.09116294980049133,0.09116294980049133,14560000,0.0,0.0
1981-02-13,0.0898544779458687,0.0898544779458687,0.08898215740919113,0.08898215740919113,11155200,0.0,0.0
1981-02-17,0.09116294980049133,0.09159989333291149,0.09116294980049133,0.09116294980049133,12275200,0.0,0.0
1981-02-18,0.0950891524553299,0.09596147272512813,0.0950891524553299,0.0950891524553299,19241600,0.0,0.0
1981-02-19,0.0898544775757472,0.0898544775757472,0.08941831439733505,0.08941831439733505,22310400,0.0,0.0
1981-02-20,0.08505669845414911,0.08505669845414911,0.08462053537368774,0.08462053537368774,24371200,0.0,0.0
1981-02-23,0.0859290361404419,0.08636519933852524,0.0859290361404419,0.0859290361404419,14112000,0.0,0.0
1981-02-24,0.08374822036319836,0.08374822036319836,0.08287589997053146,0.08287589997053146,16979200,0.0,0.0
1981-02-25,0.08810983598232269,0.08854599333438491,0.08810983598232269,0.08810983598232269,19488000,0.0,0.0
1981-02-26,0.08941831439733505,0.0898544775757472,0.08941831439733505,0.08941831439733505,10841600,0.0,0.0
1981-02-27,0.09247224777936935,0.09334456857869254,0.09247224777936935,0.09247224777936935,14761600,0.0,0.0
1981-03-02,0.09290838241577148,0.09334453976894715,0.09290838241577148,0.09290838241577148,11760000,0.0,0.0
1981-03-03,0.09203606720287312,0.09203606720287312,0.09159990400075912,0.09159990400075912,16172800,0.0,0.0
1981-03-04,0.09116292768236259,0.09116292768236259,0.09072677046060562,0.09072677046060562,13708800,0.0,0.0
1981-03-05,0.09072680649350502,0.09072680649350502,0.09029064327478409,0.09029064327478409,5376000,0.0,0.0
1981-03-06,0.09029063493041943,0.09029063493041943,0.08941831439733505,0.08941831439733505,11603200,0.0,0.0
1981-03-09,0.08287588528842164,0.08287588528842164,0.08243972808122635,0.08243972808122635,15321600,0.0,0.0
1981-03-10,0.0789497052300933,0.0789497052300933,0.07851354777812958,0.07851354777812958,28380800,0.0,0.0
1981-03-11,0.07633270206523006,0.07633270206523006,0.07546038180589676,0.07546038180589676,29859200,0.0,0.0
1981-03-12,0.07851354777812958,0.0789497052300933,0.07851354777812958,0.07851354777812958,59248000,0.0,0.0
1981-03-13,0.07807736881442705,0.07807736881442705,0.07764121145009995,0.07764121145009995,231302400,0.0,0.0
1981-03-16,0.08069507777690887,0.08156739790879533,0.08069507777690887,0.08069507777690887,37228800,0.0,0.0
1981-03-17,0.08462053537368774,0.08549285571087185,0.08462053537368774,0.08462053537368774,43747200,0.0,0.0
1981-03-18,0.08985444158315659,0.09072676176681958,0.08985444158315659,0.08985444158315659,36937600,0.0,0.0
1981-03-19,0.08941831476565994,0.08941831476565994,0.08898215740919113,0.08898215740919113,37811200,0.0,0.0
1981-03-20,0.08985444158315659,0.09072676176681958,0.08985444158315659,0.08985444158315659,14604800,0.0,0.0
1981-03-23,0.093344546854496,0.09421686745080289,0.093344546854496,0.093344546854496,22019200,0.0,0.0
1981-03-24,0.09334453976894715,0.09334453976894715,0.09290838241577148,0.09290838241577148,28156800,0.0,0.0
1981-03-25,0.09203605648422934,0.09203605648422934,0.09116294980049133,0.09116294980049133,7056000,0.0,0.0
1981-03-26,0.0898544775757472,0.0898544775757472,0.08941831439733505,0.08941831439733505,12275200,0.0,0.0
1981-03-27,0.08680135795977499,0.08680135795977499,0.08636520057916641,0.08636520057916641,12252800,0.0,0.0
1981-03-30,0.08636520057916641,0.08723752116412385,0.08636520057916641,0.08636520057916641,9900800,0.0,0.0
1981-03-31,0.08636516962225675,0.08636516962225675,0.08549284934997559,0.08549284934997559,15993600,0.0,0.0
1981-04-01,0.08505669845414911,0.08505669845414911,0.08462053537368774,0.08462053537368774,34070400,0.0,0.0
1981-04-02,0.09203603863716125,0.09247219588016257,0.09203603863716125,0.09203603863716125,31404800,0.0,0.0
1981-04-03,0.09247224777936935,0.0929084110909018,0.09247224777936935,0.09247224777936935,16486400,0.0,0.0
1981-04-06,0.09116292768236259,0.09116292768236259,0.09072677046060562,0.09072677046060562,22803200,0.0,0.0
1981-04-07,0.09029059876311928,0.09029059876311928,0.08985444158315659,0.08985444158315659,10684800,0.0,0.0
1981-04-08,0.09421684592962264,0.09508916632667255,0.09421684592962264,0.09421684592962265,21952000,0.0,0.0
1981-04-09,0.09596150368452072,0.09639766687200522,0.09596150368452072,0.09596150368452072,12499200,0.0,0.0
1981-04-10,0.09726997464895248,0.09770613195541722,0.09726997464895248,0.09726997464895248,33465600,0.0,0.0
1981-04-13,0.09726997464895248,0.09770613195541722,0.09726997464895248,0.09726997464895248,16060800,0.0,0.0
1981-04-14,0.09726997464895248,0.09770613195541722,0.09726997464895248,0.09726997464895248,6652800,0.0,0.0
1981-04-15,0.0929084110909018,0.0929084110909018,0.09247224777936935,0.09247224777936935,34048000,0.0,0.0
1981-04-16,0.08767366441519087,0.08767366441519087,0.08723750710487366,0.08723750710487366,23878400,0.0,0.0
1981-04-20,0.08985444158315659,0.09029059876311928,0.08985444158315659,0.08985444158315659,35347200,0.0,0.0
1981-04-21,0.09596150368452072,0.09639766687200522,0.09596150368452072,0.09596150368452072,28537600,0.0,0.0
1981-04-22,0.09945079684257506,0.09988696007809696,0.09945079684257506,0.09945079684257507,18995200,0.0,0.0
1981-04-23,0.1020677238702774,0.10250388698148782,0.1020677238702774,0.1020677238702774,58016000,0.0,0.0
1981-04-24,0.10206776204811956,0.10206776204811956,0.10119544714689256,0.10119544714689255,35056000,0.0,0.0
1981-04-27,0.10075925160178331,0.10075925160178331,0.10032308846712111,0.10032308846712112,38528000,0.0,0.0
1981-04-28,0.09901463119000072,0.09901463119000072,0.09857846796512604,0.09857846796512604,32188800,0.0,0.0
1981-04-29,0.09770613195541722,0.09770613195541722,0.09726997464895248,0.09726997464895248,13641600,0.0,0.0
1981-04-30,0.09901460260152817,0.0998869287994109,0.09901460260152817,0.09901460260152817,12611200,0.0,0.0
1981-05-01,0.09901460260152817,0.0998869287994109,0.09901460260152817,0.09901460260152817,16553600,0.0,0.0
1981-05-04,0.09901463119000072,0.09901463119000072,0.09857846796512604,0.09857846796512604,14448000,0.0,0.0
1981-05-05,0.09857844007925537,0.09857844007925537,0.09814228862524033,0.09814228862524033,17539200,0.0,0.0
1981-05-06,0.09596148909263807,0.09596148909263807,0.0955253317952156,0.0955253317952156,18950400,0.0,0.0
1981-05-07,0.09683378785848618,0.09726995088211861,0.09683378785848618,0.09683378785848618,9363200,0.0,0.0
1981-05-08,0.09770613163709639,0.09814229476587942,0.09770613163709639,0.0977061316370964,7907200,0.0,0.0
1981-05-11,0.09596148909263807,0.09596148909263807,0.0955253317952156,0.0955253317952156,11939200,0.0,0.0
1981-05-12,0.0955253317952156,0.09683380951122218,0.0955253317952156,0.0955253317952156,4256000,0.0,0.0
1981-05-13,0.0955253155020981,0.09639763577189633,0.0950891524553299,0.0950891524553299,4905600,0.0,0.0
1981-05-14,0.09465297926177046,0.09465297926177046,0.09378065913915634,0.09378065913915634,4928000,0.0,0.0
1981-05-15,0.09596150368452072,0.09726998742323417,0.09596150368452072,0.09596150368452072,4905600,0.0,0.0
1981-05-18,0.09770613163709639,0.09857844624718391,0.09770613163709639,0.0977061316370964,4166400,0.0,0.0
1981-05-19,0.09639766687200522,0.09639766687200522,0.09596150368452072,0.09596150368452072,25424000,0.0,0.0
1981-05-20,0.09901460260152817,0.0998869287994109,0.09901460260152817,0.09901460260152817,13283200,0.0,0.0
1981-05-21,0.104685477912426,0.10512164105130697,0.104685477912426,0.104685477912426,32211200,0.0,0.0
1981-05-22,0.1094832718372345,0.11035559838860268,0.1094832718372345,0.1094832718372345,31427200,0.0,0.0
1981-05-26,0.10948322157357185,0.10948322157357185,0.109047070145607,0.109047070145607,85344000,0.0,0.0
1981-05-27,0.11515334993600845,0.11558951317554803,0.11515334993600845,0.11515334993600845,149497600,0.0,0.0
1981-05-28,0.11515334993600845,0.11558951317554803,0.11515334993600845,0.11515334993600845,73987200,0.0,0.0
1981-05-29,0.11558946222066879,0.11602640564885235,0.11558946222066879,0.11558946222066879,59382400,0.0,0.0
1981-06-01,0.11558946222066879,0.11602640564885235,0.11558946222066879,0.11558946222066879,51251200,0.0,0.0
1981-06-02,0.11035555467538986,0.11035555467538986,0.10991939157247543,0.10991939157247543,40432000,0.0,0.0
1981-06-03,0.10991939157247543,0.11079170613082646,0.10991939157247543,0.10991939157247543,39446400,0.0,0.0
1981-06-04,0.11210018396377563,0.11253633537456302,0.11210018396377563,0.11210018396377563,56067200,0.0,0.0
1981-06-05,0.11079174487205133,0.11079174487205133,0.11035559326410295,0.11035559326410294,57680000,0.0,0.0
1981-06-08,0.10686629139413147,0.10686629139413147,0.10643012821674347,0.10643012821674347,93497600,0.0,0.0
1981-06-09,0.10861092805862427,0.10904709121835233,0.10861092805862427,0.10861092805862427,119593600,0.0,0.0
1981-06-10,0.10991939157247543,0.1112278692337409,0.10991939157247543,0.10991939157247543,25222400,0.0,0.0
1981-06-11,0.11471714824438095,0.11515331133772284,0.11471714824438095,0.11471714824438095,38976000,0.0,0.0
1981-06-12,0.11384482544046608,0.11384482544046608,0.113408662378788,0.113408662378788,25804800,0.0,0.0
1981-06-15,0.11340869091380795,0.11340869091380795,0.11297252774238588,0.11297252774238586,143763200,0.0,0.0
1981-06-16,0.11122786864938626,0.11122786864938626,0.11079170554876329,0.11079170554876328,37251200,0.0,0.0
1981-06-17,0.10948322157357185,0.10948322157357185,0.109047070145607,0.109047070145607,27574400,0.0,0.0
1981-06-18,0.10904709121835233,0.10948324273060103,0.10861092805862427,0.10861092805862427,23049600,0.0,0.0
1981-06-19,0.10599394332928787,0.10599394332928787,0.10555779188871384,0.10555779188871384,27507200,0.0,0.0
1981-06-22,0.10206773328726731,0.10206773328726731,0.10163158178329468,0.10163158178329468,10841600,0.0,0.0
1981-06-23,0.10337621718645096,0.10424931217606004,0.10337621718645096,0.10337621718645096,15030400,0.0,0.0
1981-06-24,0.10163157918645999,0.10163157918645999,0.10075925290584563,0.10075925290584564,23027200,0.0,0.0
1981-06-25,0.10294008255004883,0.10337624579878298,0.10294008255004883,0.10294008255004883,24259200,0.0,0.0
1981-06-26,0.1025038964387191,0.1025038964387191,0.10163158178329468,0.10163158178329468,23788800,0.0,0.0
1981-06-29,0.09901460318074823,0.09901460318074823,0.09814228862524033,0.09814228862524033,10595200,0.0,0.0
1981-06-30,0.09116292768236259,0.09116292768236259,0.09072677046060562,0.09072677046060562,35907200,0.0,0.0
1981-07-01,0.09029059876311928,0.09029059876311928,0.08985444158315659,0.08985444158315659,170464000,0.0,0.0
1981-07-02,0.08985444158315659,0.09029059876311928,0.08985444158315659,0.08985444158315659,30284800,0.0,0.0
1981-07-06,0.08767365557195536,0.08767365557195536,0.08680133521556854,0.08680133521556854,16531200,0.0,0.0
1981-07-07,0.08767366409301758,0.08854598453418581,0.08767366409301758,0.08767366409301758,15836800,0.0,0.0
1981-07-08,0.09116294980049133,0.09159989333291149,0.09116294980049133,0.09116294980049133,16620800,0.0,0.0
1981-07-09,0.0846205581112037,0.0846205581112037,0.08418440073728561,0.08418440073728561,32883200,0.0,0.0
1981-07-10,0.07807736881442705,0.07807736881442705,0.07764121145009995,0.07764121145009995,55171200,0.0,0.0
1981-07-13,0.0793866366147995,0.0798227998230783,0.0793866366147995,0.0793866366147995,45740800,0.0,0.0
1981-07-14,0.08287589997053146,0.08374822036319836,0.08287589997053146,0.08287589997053146,19779200,0.0,0.0
1981-07-15,0.08505673706531525,0.08549289452002992,0.08505673706531525,0.08505673706531525,10953600,0.0,0.0
1981-07-16,0.08723750710487366,0.0881098275492474,0.08723750710487366,0.08723750710487366,15232000,0.0,0.0
1981-07-17,0.09029064327478409,0.09072680649350502,0.09029064327478409,0.09029064327478409,19824000,0.0,0.0
1981-07-20,0.0846205581112037,0.0846205581112037,0.08418440073728561,0.08418440073728561,23654400,0.0,0.0
1981-07-21,0.08418437702160557,0.08418437702160557,0.0837482139468193,0.0837482139468193,31942400,0.0,0.0
1981-07-22,0.07982279662792534,0.07982279662792534,0.0789496898651123,0.0789496898651123,22668800,0.0,0.0
1981-07-23,0.08113124966621399,0.08156741272324271,0.08113124966621399,0.08113124966621399,34451200,0.0,0.0
1981-07-24,0.0837482139468193,0.08418437702160557,0.0837482139468193,0.0837482139468193,28851200,0.0,0.0
1981-07-27,0.08723750710487366,0.08767366441519087,0.08723750710487366,0.08723750710487366,17337600,0.0,0.0
1981-07-28,0.0846205581112037,0.0846205581112037,0.08418440073728561,0.08418440073728561,22848000,0.0,0.0
1981-07-29,0.08331206307873441,0.08331206307873441,0.08287589997053146,0.08287589997053146,15500800,0.0,0.0
1981-07-30,0.0859290361404419,0.0868013567128684,0.0859290361404419,0.0859290361404419,9900800,0.0,0.0
1981-07-31,0.08723750710487366,0.08767366441519087,0.08723750710487366,0.08723750710487366,10953600,0.0,0.0
1981-08-03,0.08723752116412385,0.08723752116412385,0.08636520057916641,0.08636520057916641,12432000,0.0,0.0
1981-08-04,0.08767366409301758,0.08810982722547135,0.08767366409301758,0.08767366409301758,31673600,0.0,0.0
1981-08-05,0.09029064327478409,0.09072680649350502,0.09029064327478409,0.09029064327478409,17494400,0.0,0.0
1981-08-06,0.08854599333438491,0.08854599333438491,0.08810983598232269,0.08810983598232269,10528000,0.0,0.0
1981-08-07,0.08810983598232269,0.08854599333438491,0.08810983598232269,0.08810983598232269,9206400,0.0,0.0
1981-08-10,0.08810983598232269,0.08810983598232269,0.08810983598232269,0.08810983598232269,0,0.0,0.0
1981-08-11,0.08636516962225675,0.08636516962225675,0.08549284934997559,0.08549284934997559,71456000,0.0,0.0
1981-08-12,0.08418437702160557,0.08418437702160557,0.0837482139468193,0.0837482139468193,26275200,0.0,0.0
1981-08-13,0.08156741272324271,0.08156741272324271,0.08113124966621399,0.08113124966621399,27484800,0.0,0.0
1981-08-14,0.08069513672379211,0.08069513672379211,0.07982281595468521,0.07982281595468521,24192000,0.0,0.0
1981-08-17,0.07807734494535032,0.07807734494535032,0.07720502465963364,0.07720502465963364,18905600,0.0,0.0
1981-08-18,0.07633270206523006,0.07633270206523006,0.07546038180589676,0.07546038180589676,17001600,0.0,0.0
1981-08-19,0.07546041831328922,0.07546041831328922,0.0745880976319313,0.0745880976319313,20675200,0.0,0.0
1981-08-20,0.07546038180589676,0.07589654484743247,0.07546038180589676,0.07546038180589676,17113600,0.0,0.0
1981-08-21,0.07109881106030533,0.07109881106030533,0.07022649049758911,0.07022649049758911,41910400,0.0,0.0
1981-08-24,0.06630024174292723,0.06630024174292723,0.06586407870054245,0.06586407870054245,23072000,0.0,0.0
1981-08-25,0.06760953366756439,0.06804569106839278,0.06760953366756439,0.06760953366756439,40700800,0.0,0.0
1981-08-26,0.06673642286588258,0.06673642286588258,0.06630026549100876,0.06630026549100876,33600000,0.0,0.0
1981-08-27,0.0667363852262497,0.06717332855961256,0.0667363852262497,0.0667363852262497,25916800,0.0,0.0
1981-08-28,0.07022649049758911,0.07066264786707716,0.07022649049758911,0.07022649049758911,38035200,0.0,0.0
1981-08-31,0.07022649049758911,0.07066264786707716,0.07022649049758911,0.07022649049758911,40947200,0.0,0.0
1981-09-01,0.0745880976319313,0.07502426088448072,0.0745880976319313,0.0745880976319313,37027200,0.0,0.0
1981-09-02,0.07589656114578247,0.07633271845724234,0.07589656114578247,0.07589656114578247,19376000,0.0,0.0
1981-09-03,0.07284345393498998,0.07284345393498998,0.07197113335132599,0.07197113335132599,37475200,0.0,0.0
1981-09-04,0.07153494681038768,0.07153494681038768,0.07109878957271576,0.07109878957271576,15254400,0.0,0.0
1981-09-08,0.06935413782093981,0.06935413782093981,0.06891797482967377,0.06891797482967377,25446400,0.0,0.0
1981-09-09,0.06891797482967377,0.06935413782093981,0.06891797482967377,0.06891797482967377,30531200,0.0,0.0
1981-09-10,0.06935416162014008,0.06979031893733809,0.06935416162014008,0.06935416162014008,34809600,0.0,0.0
1981-09-11,0.06891797501020094,0.06891797501020094,0.06848181784152985,0.06848181784152985,17539200,0.0,0.0
1981-09-14,0.06673642286588258,0.06673642286588258,0.06630026549100876,0.06630026549100876,27686400,0.0,0.0
1981-09-15,0.06499179500245225,0.06499179500245225,0.06455563753843307,0.06455563753843307,19510400,0.0,0.0
1981-09-16,0.06368326993624139,0.06368326993624139,0.06324710696935654,0.06324710696935654,19353600,0.0,0.0
1981-09-17,0.06193864582237354,0.06193864582237354,0.06150248274207115,0.06150248274207115,19376000,0.0,0.0
1981-09-18,0.06193866208195687,0.06237481945301677,0.06193866208195687,0.06193866208195686,26320000,0.0,0.0
1981-09-21,0.062374807894229896,0.06281097100820378,0.062374807894229896,0.06237480789422989,49033600,0.0,0.0
1981-09-22,0.059321694415088576,0.059321694415088576,0.05888553708791733,0.05888553708791733,47420800,0.0,0.0
1981-09-23,0.05844937544825113,0.05844937544825113,0.05757705494761467,0.05757705494761467,28201600,0.0,0.0
1981-09-24,0.05757703277824003,0.05757703277824003,0.057140875607728965,0.05714087560772896,18300800,0.0,0.0
1981-09-25,0.05059771906859061,0.05059771906859061,0.04972539842128753,0.04972539842128754,34608000,0.0,0.0
1981-09-28,0.050161544233560555,0.05059770736822276,0.050161544233560555,0.05016154423356056,91728000,0.0,0.0
1981-09-29,0.052778515964746475,0.053214679185308554,0.052778515964746475,0.052778515964746475,94684800,0.0,0.0
1981-09-30,0.05321468785405159,0.05365084532192381,0.05321468785405159,0.05321468785405159,49996800,0.0,0.0
1981-10-01,0.05321468785405159,0.05365084532192381,0.05321468785405159,0.05321468785405159,61129600,0.0,0.0
1981-10-02,0.05757705494761467,0.058013218109802756,0.05757705494761467,0.05757705494761467,45046400,0.0,0.0
1981-10-05,0.05932168290019036,0.06019400320894683,0.05932168290019036,0.05932168290019035,43097600,0.0,0.0
1981-10-06,0.059321694415088576,0.059321694415088576,0.05888553708791733,0.05888553708791733,28358400,0.0,0.0
1981-10-07,0.062374807894229896,0.06324712829843859,0.062374807894229896,0.06237480789422989,38841600,0.0,0.0
1981-10-08,0.06455563753843307,0.06499179500245225,0.06455563753843307,0.06455563753843307,31091200,0.0,0.0
1981-10-09,0.0649917796254158,0.06586410017080475,0.0649917796254158,0.0649917796254158,54521600,0.0,0.0
1981-10-12,0.06717340648174286,0.0676095699403149,0.06717340648174286,0.06717340648174286,27350400,0.0,0.0
1981-10-13,0.06717340648174286,0.06804572757514327,0.06717340648174286,0.06717340648174286,44195200,0.0,0.0
1981-10-14,0.06368326993624139,0.06368326993624139,0.06324710696935654,0.06324710696935654,30979200,0.0,0.0
1981-10-15,0.06455563753843307,0.06499179500245225,0.06455563753843307,0.06455563753843307,29433600,0.0,0.0
1981-10-16,0.06411945106613472,0.06411945106613472,0.06368329375982285,0.06368329375982285,36467200,0.0,0.0
1981-10-19,0.0649917796254158,0.0654279428099803,0.0649917796254158,0.0649917796254158,20585600,0.0,0.0
1981-10-20,0.06848181784152985,0.06891797501020094,0.06848181784152985,0.06848181784152985,35728000,0.0,0.0
1981-10-21,0.06848181784152985,0.06891797501020094,0.06848181784152985,0.06848181784152985,76899200,0.0,0.0
1981-10-22,0.068481853877632,0.068481853877632,0.06804569065570831,0.06804569065570831,32278400,0.0,0.0
1981-10-23,0.06673642286588258,0.06673642286588258,0.06630026549100876,0.06630026549100876,27910400,0.0,0.0
1981-10-26,0.06630026549100876,0.06673642286588258,0.06630026549100876,0.06630026549100876,27283200,0.0,0.0
1981-10-27,0.06760953366756439,0.06848185429296173,0.06760953366756439,0.06760953366756439,85590400,0.0,0.0
1981-10-28,0.069790318608284,0.07022648174716498,0.069790318608284,0.069790318608284,44172800,0.0,0.0
1981-10-29,0.06935413782093981,0.06935413782093981,0.06891797482967377,0.06891797482967377,30486400,0.0,0.0
1981-10-30,0.069790318608284,0.07022648174716498,0.069790318608284,0.069790318608284,52729600,0.0,0.0
1981-11-02,0.069790318608284,0.07022648174716498,0.069790318608284,0.069790318608284,36915200,0.0,0.0
1981-11-03,0.06935413782093981,0.06935413782093981,0.06891797482967377,0.06891797482967377,28380800,0.0,0.0
1981-11-04,0.0676095699403149,0.0676095699403149,0.06717340648174286,0.06717340648174286,23811200,0.0,0.0
1981-11-05,0.06281097100820378,0.06281097100820378,0.062374807894229896,0.06237480789422989,23363200,0.0,0.0
1981-11-06,0.0628109723329544,0.06324712963238824,0.0628109723329544,0.0628109723329544,24595200,0.0,0.0
1981-11-09,0.06368329375982285,0.06411945106613472,0.06368329375982285,0.06368329375982285,20384000,0.0,0.0
1981-11-10,0.06411945074796677,0.06455561387585362,0.06411945074796677,0.06411945074796677,16755200,0.0,0.0
1981-11-11,0.06586407870054245,0.06630024174292723,0.06586407870054245,0.06586407870054245,27440000,0.0,0.0
1981-11-12,0.06804569065570831,0.068481853877632,0.06804569065570831,0.06804569065570831,39916800,0.0,0.0
1981-11-13,0.06368326993624139,0.06368326993624139,0.06324710696935654,0.06324710696935654,21011200,0.0,0.0
1981-11-16,0.06281097100820378,0.06281097100820378,0.062374807894229896,0.06237480789422989,22556800,0.0,0.0
1981-11-17,0.06368329375982285,0.06411945106613472,0.06368329375982285,0.06368329375982285,35414400,0.0,0.0
1981-11-18,0.06586407870054245,0.06630024174292723,0.06586407870054245,0.06586407870054245,29142400,0.0,0.0
1981-11-19,0.06586407870054245,0.06630024174292723,0.06586407870054245,0.06586407870054245,40006400,0.0,0.0
1981-11-20,0.06630026549100876,0.06673642286588258,0.06630026549100876,0.06630026549100876,38102400,0.0,0.0
1981-11-23,0.06411942707938914,0.06411942707938914,0.06324710696935654,0.06324710696935654,22960000,0.0,0.0
1981-11-24,0.06324712963238824,0.06324712963238824,0.0628109723329544,0.0628109723329544,22153600,0.0,0.0
1981-11-25,0.06411945074796677,0.06455561387585362,0.06411945074796677,0.06411945074796677,52550400,0.0,0.0
1981-11-27,0.06586407870054245,0.06630024174292723,0.06586407870054245,0.06586407870054245,37251200,0.0,0.0
1981-11-30,0.0654279428099803,0.0654279428099803,0.0649917796254158,0.0649917796254158,23968000,0.0,0.0
1981-12-01,0.0649917796254158,0.0654279428099803,0.0649917796254158,0.0649917796254158,23385600,0.0,0.0
1981-12-02,0.06542791426181793,0.06586407143233394,0.06542791426181793,0.06542791426181793,37564800,0.0,0.0
1981-12-03,0.06499179500245225,0.06499179500245225,0.06455563753843307,0.06455563753843307,20428800,0.0,0.0
1981-12-04,0.06630026549100876,0.06673642286588258,0.06630026549100876,0.06630026549100876,137155200,0.0,0.0
1981-12-07,0.0667363852262497,0.06717332855961256,0.0667363852262497,0.0667363852262497,59292800,0.0,0.0
1981-12-08,0.06630023442658742,0.06630023442658742,0.06542791426181793,0.06542791426181793,50624000,0.0,0.0
1981-12-09,0.06586407870054245,0.06630024174292723,0.06586407870054245,0.06586407870054245,34272000,0.0,0.0
1981-12-10,0.06586407870054245,0.06630024174292723,0.06586407870054245,0.06586407870054245,37408000,0.0,0.0
1981-12-11,0.06586407143233394,0.06630023442658742,0.06542791426181793,0.06542791426181793,76092800,0.0,0.0
1981-12-14,0.06411942707938914,0.06411942707938914,0.06324710696935654,0.06324710696935654,25244800,0.0,0.0
